split,model,layer,duration,duration_val,language,test_split,metric,score
dev,SpidR MMS-ulab,6,10min,10,jpn,test,f1,71.92
dev,SpidR MMS-ulab,6,10min,10,jpn,test,per,59.83
dev,SpidR MMS-ulab,6,10min,10,jpn,test,pnmi,61.57
dev,SpidR MMS-ulab,6,10min,10,jpn,test,r_val,60.03
dev,SpidR MMS-ulab,5,1h,60,jpn,test,f1,75.08
dev,SpidR MMS-ulab,5,1h,60,jpn,test,per,51.02
dev,SpidR MMS-ulab,5,1h,60,jpn,test,pnmi,66.66
dev,SpidR MMS-ulab,5,1h,60,jpn,test,r_val,66.15
dev,SpidR MMS-ulab,5,10h,600,swa,dev,f1,71.37
dev,SpidR MMS-ulab,5,10h,600,swa,dev,per,46.24
dev,SpidR MMS-ulab,5,10h,600,swa,dev,pnmi,66.58
dev,SpidR MMS-ulab,5,10h,600,swa,dev,r_val,63.26
dev,SpidR MMS-ulab,6,10min,10,swa,dev,f1,67.15
dev,SpidR MMS-ulab,6,10min,10,swa,dev,per,57.31
dev,SpidR MMS-ulab,6,10min,10,swa,dev,pnmi,60.2
dev,SpidR MMS-ulab,6,10min,10,swa,dev,r_val,56.32
dev,SpidR MMS-ulab,5,1h,60,swa,dev,f1,70.99
dev,SpidR MMS-ulab,5,1h,60,swa,dev,per,47.39
dev,SpidR MMS-ulab,5,1h,60,swa,dev,pnmi,65.63
dev,SpidR MMS-ulab,5,1h,60,swa,dev,r_val,62.88
dev,SpidR MMS-ulab,5,10h,600,tam,dev,f1,70.05
dev,SpidR MMS-ulab,5,10h,600,tam,dev,per,62.76
dev,SpidR MMS-ulab,5,10h,600,tam,dev,pnmi,62.02
dev,SpidR MMS-ulab,5,10h,600,tam,dev,r_val,54.34
dev,SpidR MMS-ulab,6,10min,10,tam,dev,f1,66.54
dev,SpidR MMS-ulab,6,10min,10,tam,dev,per,79.81
dev,SpidR MMS-ulab,6,10min,10,tam,dev,pnmi,53.5
dev,SpidR MMS-ulab,6,10min,10,tam,dev,r_val,46.57
dev,SpidR MMS-ulab,5,1h,60,tam,dev,f1,69.63
dev,SpidR MMS-ulab,5,1h,60,tam,dev,per,65.64
dev,SpidR MMS-ulab,5,1h,60,tam,dev,pnmi,60.48
dev,SpidR MMS-ulab,5,1h,60,tam,dev,r_val,53.04
dev,SpidR MMS-ulab,5,10h,600,tha,dev,f1,64.07
dev,SpidR MMS-ulab,5,10h,600,tha,dev,per,79.08
dev,SpidR MMS-ulab,5,10h,600,tha,dev,pnmi,62.14
dev,SpidR MMS-ulab,5,10h,600,tha,dev,r_val,47.22
dev,SpidR MMS-ulab,6,10min,10,tha,dev,f1,62.8
dev,SpidR MMS-ulab,6,10min,10,tha,dev,per,92.11
dev,SpidR MMS-ulab,6,10min,10,tha,dev,pnmi,55.78
dev,SpidR MMS-ulab,6,10min,10,tha,dev,r_val,40.85
dev,SpidR MMS-ulab,5,1h,60,tha,dev,f1,63.77
dev,SpidR MMS-ulab,5,1h,60,tha,dev,per,79.79
dev,SpidR MMS-ulab,5,1h,60,tha,dev,pnmi,61.23
dev,SpidR MMS-ulab,5,1h,60,tha,dev,r_val,46.54
dev,SpidR MMS-ulab,5,10h,600,tur,dev,f1,63.61
dev,SpidR MMS-ulab,5,10h,600,tur,dev,per,68.96
dev,SpidR MMS-ulab,5,10h,600,tur,dev,pnmi,60.42
dev,SpidR MMS-ulab,5,10h,600,tur,dev,r_val,51.9
dev,SpidR MMS-ulab,6,10min,10,tur,dev,f1,60.65
dev,SpidR MMS-ulab,6,10min,10,tur,dev,per,78.87
dev,SpidR MMS-ulab,6,10min,10,tur,dev,pnmi,54.65
dev,SpidR MMS-ulab,6,10min,10,tur,dev,r_val,52.44
dev,SpidR MMS-ulab,5,1h,60,tur,dev,f1,62.27
dev,SpidR MMS-ulab,5,1h,60,tur,dev,per,71.98
dev,SpidR MMS-ulab,5,1h,60,tur,dev,pnmi,59.13
dev,SpidR MMS-ulab,5,1h,60,tur,dev,r_val,49.56
dev,SpidR MMS-ulab,5,10h,600,ukr,dev,f1,67.63
dev,SpidR MMS-ulab,5,10h,600,ukr,dev,per,63.56
dev,SpidR MMS-ulab,5,10h,600,ukr,dev,pnmi,65.65
dev,SpidR MMS-ulab,5,10h,600,ukr,dev,r_val,53.37
dev,SpidR MMS-ulab,6,10min,10,ukr,dev,f1,63.83
dev,SpidR MMS-ulab,6,10min,10,ukr,dev,per,79.75
dev,SpidR MMS-ulab,6,10min,10,ukr,dev,pnmi,60.02
dev,SpidR MMS-ulab,6,10min,10,ukr,dev,r_val,42.79
dev,SpidR MMS-ulab,5,1h,60,ukr,dev,f1,66.84
dev,SpidR MMS-ulab,5,1h,60,ukr,dev,per,62.85
dev,SpidR MMS-ulab,5,1h,60,ukr,dev,pnmi,64.9
dev,SpidR MMS-ulab,5,1h,60,ukr,dev,r_val,53.58
dev,SpidR MMS-ulab,5,10h,600,wol,test,f1,70.82
dev,SpidR MMS-ulab,5,10h,600,wol,test,per,59.65
dev,SpidR MMS-ulab,5,10h,600,wol,test,pnmi,62.87
dev,SpidR MMS-ulab,5,10h,600,wol,test,r_val,56.74
dev,SpidR MMS-ulab,6,10min,10,wol,test,f1,66.45
dev,SpidR MMS-ulab,6,10min,10,wol,test,per,74.1
dev,SpidR MMS-ulab,6,10min,10,wol,test,pnmi,57.7
dev,SpidR MMS-ulab,6,10min,10,wol,test,r_val,48.2
dev,SpidR MMS-ulab,5,1h,60,wol,test,f1,70.36
dev,SpidR MMS-ulab,5,1h,60,wol,test,per,59.26
dev,SpidR MMS-ulab,5,1h,60,wol,test,pnmi,62.75
dev,SpidR MMS-ulab,5,1h,60,wol,test,r_val,56.7
dev,SpidR MMS-ulab,5,0,1,cmn,test,f1,57.15
dev,SpidR MMS-ulab,5,0,1,cmn,test,per,126.95
dev,SpidR MMS-ulab,5,0,1,cmn,test,pnmi,54.45
dev,SpidR MMS-ulab,5,0,1,cmn,test,r_val,10.78
dev,SpidR MMS-ulab,5,0,1,deu,dev,f1,64.85
dev,SpidR MMS-ulab,5,0,1,deu,dev,per,92.06
dev,SpidR MMS-ulab,5,0,1,deu,dev,pnmi,53.72
dev,SpidR MMS-ulab,5,0,1,deu,dev,r_val,41.98
dev,SpidR MMS-ulab,5,0,1,eng,test,f1,63.72
dev,SpidR MMS-ulab,5,0,1,eng,test,per,103.42
dev,SpidR MMS-ulab,5,0,1,eng,test,pnmi,49.26
dev,SpidR MMS-ulab,5,0,1,eng,test,r_val,35.83
dev,SpidR MMS-ulab,5,0,1,eus,test,f1,70.48
dev,SpidR MMS-ulab,5,0,1,eus,test,per,60.44
dev,SpidR MMS-ulab,5,0,1,eus,test,pnmi,65.57
dev,SpidR MMS-ulab,5,0,1,eus,test,r_val,55.08
dev,SpidR MMS-ulab,5,0,1,fra,test,f1,64.9
dev,SpidR MMS-ulab,5,0,1,fra,test,per,87.06
dev,SpidR MMS-ulab,5,0,1,fra,test,pnmi,53.55
dev,SpidR MMS-ulab,5,0,1,fra,test,r_val,39.42
dev,SpidR MMS-ulab,5,0,1,jpn,test,f1,71.94
dev,SpidR MMS-ulab,5,0,1,jpn,test,per,64.83
dev,SpidR MMS-ulab,5,0,1,jpn,test,pnmi,61.15
dev,SpidR MMS-ulab,5,0,1,jpn,test,r_val,57.99
dev,SpidR MMS-ulab,5,0,1,swa,dev,f1,68.95
dev,SpidR MMS-ulab,5,0,1,swa,dev,per,58.17
dev,SpidR MMS-ulab,5,0,1,swa,dev,pnmi,61.95
dev,SpidR MMS-ulab,5,0,1,swa,dev,r_val,55.67
dev,SpidR MMS-ulab,5,0,1,tam,dev,f1,66.25
dev,SpidR MMS-ulab,5,0,1,tam,dev,per,76.67
dev,SpidR MMS-ulab,5,0,1,tam,dev,pnmi,56.79
dev,SpidR MMS-ulab,5,0,1,tam,dev,r_val,45.84
dev,SpidR MMS-ulab,5,0,1,tha,dev,f1,61.25
dev,SpidR MMS-ulab,5,0,1,tha,dev,per,93.02
dev,SpidR MMS-ulab,5,0,1,tha,dev,pnmi,56.4
dev,SpidR MMS-ulab,5,0,1,tha,dev,r_val,38.15
dev,SpidR MMS-ulab,5,0,1,tur,dev,f1,60.66
dev,SpidR MMS-ulab,5,0,1,tur,dev,per,78.79
dev,SpidR MMS-ulab,5,0,1,tur,dev,pnmi,55.81
dev,SpidR MMS-ulab,5,0,1,tur,dev,r_val,46.39
dev,SpidR MMS-ulab,5,0,1,ukr,dev,f1,64.96
dev,SpidR MMS-ulab,5,0,1,ukr,dev,per,76.68
dev,SpidR MMS-ulab,5,0,1,ukr,dev,pnmi,61.12
dev,SpidR MMS-ulab,5,0,1,ukr,dev,r_val,45.75
dev,SpidR MMS-ulab,5,0,1,wol,test,f1,67.24
dev,SpidR MMS-ulab,5,0,1,wol,test,per,73.54
dev,SpidR MMS-ulab,5,0,1,wol,test,pnmi,59.47
dev,SpidR MMS-ulab,5,0,1,wol,test,r_val,47.15
dev,SpidR VP-20,6,10h,600,cmn,test,f1,56.38
dev,SpidR VP-20,6,10h,600,cmn,test,per,102.93
dev,SpidR VP-20,6,10h,600,cmn,test,pnmi,60.63
dev,SpidR VP-20,6,10h,600,cmn,test,r_val,21.95
dev,SpidR VP-20,7,10min,10,cmn,test,f1,56.74
dev,SpidR VP-20,7,10min,10,cmn,test,per,105.61
dev,SpidR VP-20,7,10min,10,cmn,test,pnmi,58.98
dev,SpidR VP-20,7,10min,10,cmn,test,r_val,19.72
dev,SpidR VP-20,7,1h,60,cmn,test,f1,58.18
dev,SpidR VP-20,7,1h,60,cmn,test,per,103.56
dev,SpidR VP-20,7,1h,60,cmn,test,pnmi,61.05
dev,SpidR VP-20,7,1h,60,cmn,test,r_val,21.21
dev,SpidR VP-20,6,10h,600,deu,dev,f1,63.92
dev,SpidR VP-20,6,10h,600,deu,dev,per,61.19
dev,SpidR VP-20,6,10h,600,deu,dev,pnmi,62.31
dev,SpidR VP-20,6,10h,600,deu,dev,r_val,55.27
dev,SpidR VP-20,7,10min,10,deu,dev,f1,65.77
dev,SpidR VP-20,7,10min,10,deu,dev,per,62.91
dev,SpidR VP-20,7,10min,10,deu,dev,pnmi,61.69
dev,SpidR VP-20,7,10min,10,deu,dev,r_val,56.26
dev,SpidR VP-20,7,1h,60,deu,dev,f1,66.66
dev,SpidR VP-20,7,1h,60,deu,dev,per,61.19
dev,SpidR VP-20,7,1h,60,deu,dev,pnmi,63.29
dev,SpidR VP-20,7,1h,60,deu,dev,r_val,57.09
dev,SpidR VP-20,6,10h,600,eng,test,f1,65.52
dev,SpidR VP-20,6,10h,600,eng,test,per,61.42
dev,SpidR VP-20,6,10h,600,eng,test,pnmi,59.11
dev,SpidR VP-20,6,10h,600,eng,test,r_val,58.61
dev,SpidR VP-20,7,10min,10,eng,test,f1,67.2
dev,SpidR VP-20,7,10min,10,eng,test,per,69.09
dev,SpidR VP-20,7,10min,10,eng,test,pnmi,59.03
dev,SpidR VP-20,7,10min,10,eng,test,r_val,54.85
dev,SpidR VP-20,7,1h,60,eng,test,f1,67.56
dev,SpidR VP-20,7,1h,60,eng,test,per,67.59
dev,SpidR VP-20,7,1h,60,eng,test,pnmi,59.83
dev,SpidR VP-20,7,1h,60,eng,test,r_val,55.65
dev,SpidR VP-20,6,10h,600,eus,test,f1,71.3
dev,SpidR VP-20,6,10h,600,eus,test,per,40.18
dev,SpidR VP-20,6,10h,600,eus,test,pnmi,71.69
dev,SpidR VP-20,6,10h,600,eus,test,r_val,66.43
dev,SpidR VP-20,7,10min,10,eus,test,f1,73.91
dev,SpidR VP-20,7,10min,10,eus,test,per,40.8
dev,SpidR VP-20,7,10min,10,eus,test,pnmi,70.55
dev,SpidR VP-20,7,10min,10,eus,test,r_val,67.91
dev,SpidR VP-20,7,1h,60,eus,test,f1,74.19
dev,SpidR VP-20,7,1h,60,eus,test,per,37.26
dev,SpidR VP-20,7,1h,60,eus,test,pnmi,71.73
dev,SpidR VP-20,7,1h,60,eus,test,r_val,69.51
dev,SpidR VP-20,6,10h,600,fra,test,f1,64.06
dev,SpidR VP-20,6,10h,600,fra,test,per,48.69
dev,SpidR VP-20,6,10h,600,fra,test,pnmi,61.98
dev,SpidR VP-20,6,10h,600,fra,test,r_val,61.3
dev,SpidR VP-20,7,10min,10,fra,test,f1,69.67
dev,SpidR VP-20,7,10min,10,fra,test,per,46.5
dev,SpidR VP-20,7,10min,10,fra,test,pnmi,61.99
dev,SpidR VP-20,7,10min,10,fra,test,r_val,65.59
dev,SpidR VP-20,7,1h,60,fra,test,f1,68.85
dev,SpidR VP-20,7,1h,60,fra,test,per,45.4
dev,SpidR VP-20,7,1h,60,fra,test,pnmi,63.99
dev,SpidR VP-20,7,1h,60,fra,test,r_val,64.55
dev,SpidR VP-20,6,10h,600,jpn,test,f1,69.13
dev,SpidR VP-20,6,10h,600,jpn,test,per,62.87
dev,SpidR VP-20,6,10h,600,jpn,test,pnmi,64.08
dev,SpidR VP-20,6,10h,600,jpn,test,r_val,56.03
dev,SpidR VP-20,7,10min,10,jpn,test,f1,71.63
dev,SpidR VP-20,7,10min,10,jpn,test,per,50.97
dev,SpidR VP-20,7,10min,10,jpn,test,pnmi,65.24
dev,SpidR VP-20,7,10min,10,jpn,test,r_val,65.36
dev,SpidR VP-20,7,1h,60,jpn,test,f1,71.25
dev,SpidR VP-20,7,1h,60,jpn,test,per,57.58
dev,SpidR VP-20,7,1h,60,jpn,test,pnmi,66.06
dev,SpidR VP-20,7,1h,60,jpn,test,r_val,60.0
dev,SpidR VP-20,6,10h,600,swa,dev,f1,65.26
dev,SpidR VP-20,6,10h,600,swa,dev,per,45.4
dev,SpidR VP-20,6,10h,600,swa,dev,pnmi,65.32
dev,SpidR VP-20,6,10h,600,swa,dev,r_val,61.66
dev,SpidR VP-20,7,10min,10,swa,dev,f1,64.59
dev,SpidR VP-20,7,10min,10,swa,dev,per,50.64
dev,SpidR VP-20,7,10min,10,swa,dev,pnmi,62.52
dev,SpidR VP-20,7,10min,10,swa,dev,r_val,58.93
dev,SpidR VP-20,7,1h,60,swa,dev,f1,66.29
dev,SpidR VP-20,7,1h,60,swa,dev,per,48.79
dev,SpidR VP-20,7,1h,60,swa,dev,pnmi,64.93
dev,SpidR VP-20,7,1h,60,swa,dev,r_val,60.51
dev,SpidR VP-20,6,10h,600,tam,dev,f1,66.7
dev,SpidR VP-20,6,10h,600,tam,dev,per,57.89
dev,SpidR VP-20,6,10h,600,tam,dev,pnmi,61.57
dev,SpidR VP-20,6,10h,600,tam,dev,r_val,58.96
dev,SpidR VP-20,7,10min,10,tam,dev,f1,66.91
dev,SpidR VP-20,7,10min,10,tam,dev,per,58.82
dev,SpidR VP-20,7,10min,10,tam,dev,pnmi,60.09
dev,SpidR VP-20,7,10min,10,tam,dev,r_val,57.81
dev,SpidR VP-20,7,1h,60,tam,dev,f1,68.02
dev,SpidR VP-20,7,1h,60,tam,dev,per,59.42
dev,SpidR VP-20,7,1h,60,tam,dev,pnmi,61.58
dev,SpidR VP-20,7,1h,60,tam,dev,r_val,57.95
dev,SpidR VP-20,6,10h,600,tha,dev,f1,61.17
dev,SpidR VP-20,6,10h,600,tha,dev,per,78.21
dev,SpidR VP-20,6,10h,600,tha,dev,pnmi,60.22
dev,SpidR VP-20,6,10h,600,tha,dev,r_val,47.86
dev,SpidR VP-20,7,10min,10,tha,dev,f1,62.1
dev,SpidR VP-20,7,10min,10,tha,dev,per,85.02
dev,SpidR VP-20,7,10min,10,tha,dev,pnmi,58.75
dev,SpidR VP-20,7,10min,10,tha,dev,r_val,44.66
dev,SpidR VP-20,7,1h,60,tha,dev,f1,61.09
dev,SpidR VP-20,7,1h,60,tha,dev,per,86.85
dev,SpidR VP-20,7,1h,60,tha,dev,pnmi,59.77
dev,SpidR VP-20,7,1h,60,tha,dev,r_val,41.08
dev,SpidR VP-20,6,10h,600,tur,dev,f1,59.87
dev,SpidR VP-20,6,10h,600,tur,dev,per,70.19
dev,SpidR VP-20,6,10h,600,tur,dev,pnmi,58.93
dev,SpidR VP-20,6,10h,600,tur,dev,r_val,50.04
dev,SpidR VP-20,7,10min,10,tur,dev,f1,63.92
dev,SpidR VP-20,7,10min,10,tur,dev,per,66.71
dev,SpidR VP-20,7,10min,10,tur,dev,pnmi,58.85
dev,SpidR VP-20,7,10min,10,tur,dev,r_val,53.93
dev,SpidR VP-20,7,1h,60,tur,dev,f1,63.93
dev,SpidR VP-20,7,1h,60,tur,dev,per,68.74
dev,SpidR VP-20,7,1h,60,tur,dev,pnmi,60.18
dev,SpidR VP-20,7,1h,60,tur,dev,r_val,51.39
dev,SpidR VP-20,6,10h,600,ukr,dev,f1,62.69
dev,SpidR VP-20,6,10h,600,ukr,dev,per,60.68
dev,SpidR VP-20,6,10h,600,ukr,dev,pnmi,65.94
dev,SpidR VP-20,6,10h,600,ukr,dev,r_val,53.19
dev,SpidR VP-20,7,10min,10,ukr,dev,f1,64.76
dev,SpidR VP-20,7,10min,10,ukr,dev,per,60.02
dev,SpidR VP-20,7,10min,10,ukr,dev,pnmi,65.65
dev,SpidR VP-20,7,10min,10,ukr,dev,r_val,53.4
dev,SpidR VP-20,7,1h,60,ukr,dev,f1,65.74
dev,SpidR VP-20,7,1h,60,ukr,dev,per,55.2
dev,SpidR VP-20,7,1h,60,ukr,dev,pnmi,67.16
dev,SpidR VP-20,7,1h,60,ukr,dev,r_val,56.64
dev,SpidR VP-20,6,10h,600,wol,test,f1,62.47
dev,SpidR VP-20,6,10h,600,wol,test,per,63.0
dev,SpidR VP-20,6,10h,600,wol,test,pnmi,61.17
dev,SpidR VP-20,6,10h,600,wol,test,r_val,53.31
dev,SpidR VP-20,7,10min,10,wol,test,f1,64.14
dev,SpidR VP-20,7,10min,10,wol,test,per,68.89
dev,SpidR VP-20,7,10min,10,wol,test,pnmi,60.92
dev,SpidR VP-20,7,10min,10,wol,test,r_val,48.93
dev,SpidR VP-20,7,1h,60,wol,test,f1,64.24
dev,SpidR VP-20,7,1h,60,wol,test,per,66.7
dev,SpidR VP-20,7,1h,60,wol,test,pnmi,62.13
dev,SpidR VP-20,7,1h,60,wol,test,r_val,49.63
dev,SpidR VP-20,6,0,1,cmn,test,f1,55.04
dev,SpidR VP-20,6,0,1,cmn,test,per,104.57
dev,SpidR VP-20,6,0,1,cmn,test,pnmi,50.97
dev,SpidR VP-20,6,0,1,cmn,test,r_val,30.69
dev,SpidR VP-20,6,0,1,deu,dev,f1,63.68
dev,SpidR VP-20,6,0,1,deu,dev,per,66.61
dev,SpidR VP-20,6,0,1,deu,dev,pnmi,57.05
dev,SpidR VP-20,6,0,1,deu,dev,r_val,58.12
dev,SpidR VP-20,6,0,1,eng,test,f1,64.49
dev,SpidR VP-20,6,0,1,eng,test,per,70.9
dev,SpidR VP-20,6,0,1,eng,test,pnmi,53.82
dev,SpidR VP-20,6,0,1,eng,test,r_val,56.5
dev,SpidR VP-20,6,0,1,eus,test,f1,68.55
dev,SpidR VP-20,6,0,1,eus,test,per,48.87
dev,SpidR VP-20,6,0,1,eus,test,pnmi,64.73
dev,SpidR VP-20,6,0,1,eus,test,r_val,62.68
dev,SpidR VP-20,6,0,1,fra,test,f1,62.13
dev,SpidR VP-20,6,0,1,fra,test,per,49.07
dev,SpidR VP-20,6,0,1,fra,test,pnmi,57.57
dev,SpidR VP-20,6,0,1,fra,test,r_val,63.46
dev,SpidR VP-20,6,0,1,jpn,test,f1,68.85
dev,SpidR VP-20,6,0,1,jpn,test,per,57.23
dev,SpidR VP-20,6,0,1,jpn,test,pnmi,57.83
dev,SpidR VP-20,6,0,1,jpn,test,r_val,65.91
dev,SpidR VP-20,6,0,1,swa,dev,f1,60.72
dev,SpidR VP-20,6,0,1,swa,dev,per,54.97
dev,SpidR VP-20,6,0,1,swa,dev,pnmi,57.33
dev,SpidR VP-20,6,0,1,swa,dev,r_val,58.8
dev,SpidR VP-20,6,0,1,tam,dev,f1,64.62
dev,SpidR VP-20,6,0,1,tam,dev,per,59.05
dev,SpidR VP-20,6,0,1,tam,dev,pnmi,54.51
dev,SpidR VP-20,6,0,1,tam,dev,r_val,62.51
dev,SpidR VP-20,6,0,1,tha,dev,f1,56.92
dev,SpidR VP-20,6,0,1,tha,dev,per,76.62
dev,SpidR VP-20,6,0,1,tha,dev,pnmi,52.79
dev,SpidR VP-20,6,0,1,tha,dev,r_val,51.91
dev,SpidR VP-20,6,0,1,tur,dev,f1,60.06
dev,SpidR VP-20,6,0,1,tur,dev,per,66.28
dev,SpidR VP-20,6,0,1,tur,dev,pnmi,53.8
dev,SpidR VP-20,6,0,1,tur,dev,r_val,57.0
dev,SpidR VP-20,6,0,1,ukr,dev,f1,60.76
dev,SpidR VP-20,6,0,1,ukr,dev,per,59.06
dev,SpidR VP-20,6,0,1,ukr,dev,pnmi,61.02
dev,SpidR VP-20,6,0,1,ukr,dev,r_val,56.33
dev,SpidR VP-20,6,0,1,wol,test,f1,62.18
dev,SpidR VP-20,6,0,1,wol,test,per,60.48
dev,SpidR VP-20,6,0,1,wol,test,pnmi,56.23
dev,SpidR VP-20,6,0,1,wol,test,r_val,58.69
test,HuBERT MMS-ulab,12,10h,600,cmn,test,f1,52.94
test,HuBERT MMS-ulab,12,10h,600,cmn,test,per,155.43
test,HuBERT MMS-ulab,12,10h,600,cmn,test,pnmi,52.74
test,HuBERT MMS-ulab,12,10h,600,cmn,test,r_val,-17.42
test,HuBERT MMS-ulab,11,10min,10,cmn,test,f1,51.23
test,HuBERT MMS-ulab,11,10min,10,cmn,test,per,170.61
test,HuBERT MMS-ulab,11,10min,10,cmn,test,pnmi,54.74
test,HuBERT MMS-ulab,11,10min,10,cmn,test,r_val,-32.11
test,HuBERT MMS-ulab,11,1h,60,cmn,test,f1,51.3
test,HuBERT MMS-ulab,11,1h,60,cmn,test,per,157.95
test,HuBERT MMS-ulab,11,1h,60,cmn,test,pnmi,54.62
test,HuBERT MMS-ulab,11,1h,60,cmn,test,r_val,-24.48
test,HuBERT MMS-ulab,12,10h,600,deu,dev,f1,59.28
test,HuBERT MMS-ulab,12,10h,600,deu,dev,per,121.34
test,HuBERT MMS-ulab,12,10h,600,deu,dev,pnmi,47.6
test,HuBERT MMS-ulab,12,10h,600,deu,dev,r_val,14.43
test,HuBERT MMS-ulab,11,10min,10,deu,dev,f1,60.49
test,HuBERT MMS-ulab,11,10min,10,deu,dev,per,113.6
test,HuBERT MMS-ulab,11,10min,10,deu,dev,pnmi,51.14
test,HuBERT MMS-ulab,11,10min,10,deu,dev,r_val,18.82
test,HuBERT MMS-ulab,11,1h,60,deu,dev,f1,61.86
test,HuBERT MMS-ulab,11,1h,60,deu,dev,per,113.41
test,HuBERT MMS-ulab,11,1h,60,deu,dev,pnmi,50.79
test,HuBERT MMS-ulab,11,1h,60,deu,dev,r_val,19.72
test,HuBERT MMS-ulab,12,10h,600,eng,test,f1,61.03
test,HuBERT MMS-ulab,12,10h,600,eng,test,per,116.09
test,HuBERT MMS-ulab,12,10h,600,eng,test,pnmi,51.2
test,HuBERT MMS-ulab,12,10h,600,eng,test,r_val,19.55
test,HuBERT MMS-ulab,11,10min,10,eng,test,f1,58.28
test,HuBERT MMS-ulab,11,10min,10,eng,test,per,129.17
test,HuBERT MMS-ulab,11,10min,10,eng,test,pnmi,50.03
test,HuBERT MMS-ulab,11,10min,10,eng,test,r_val,7.56
test,HuBERT MMS-ulab,11,1h,60,eng,test,f1,59.49
test,HuBERT MMS-ulab,11,1h,60,eng,test,per,116.21
test,HuBERT MMS-ulab,11,1h,60,eng,test,pnmi,52.89
test,HuBERT MMS-ulab,11,1h,60,eng,test,r_val,16.18
test,HuBERT MMS-ulab,12,10h,600,eus,test,f1,64.15
test,HuBERT MMS-ulab,12,10h,600,eus,test,per,90.4
test,HuBERT MMS-ulab,12,10h,600,eus,test,pnmi,59.75
test,HuBERT MMS-ulab,12,10h,600,eus,test,r_val,31.02
test,HuBERT MMS-ulab,11,10min,10,eus,test,f1,60.14
test,HuBERT MMS-ulab,11,10min,10,eus,test,per,116.41
test,HuBERT MMS-ulab,11,10min,10,eus,test,pnmi,56.14
test,HuBERT MMS-ulab,11,10min,10,eus,test,r_val,7.78
test,HuBERT MMS-ulab,11,1h,60,eus,test,f1,62.66
test,HuBERT MMS-ulab,11,1h,60,eus,test,per,93.94
test,HuBERT MMS-ulab,11,1h,60,eus,test,pnmi,60.15
test,HuBERT MMS-ulab,11,1h,60,eus,test,r_val,25.05
test,HuBERT MMS-ulab,12,10h,600,fra,test,f1,57.07
test,HuBERT MMS-ulab,12,10h,600,fra,test,per,118.44
test,HuBERT MMS-ulab,12,10h,600,fra,test,pnmi,52.82
test,HuBERT MMS-ulab,12,10h,600,fra,test,r_val,7.98
test,HuBERT MMS-ulab,11,10min,10,fra,test,f1,57.02
test,HuBERT MMS-ulab,11,10min,10,fra,test,per,116.9
test,HuBERT MMS-ulab,11,10min,10,fra,test,pnmi,55.31
test,HuBERT MMS-ulab,11,10min,10,fra,test,r_val,6.0
test,HuBERT MMS-ulab,11,1h,60,fra,test,f1,57.46
test,HuBERT MMS-ulab,11,1h,60,fra,test,per,115.96
test,HuBERT MMS-ulab,11,1h,60,fra,test,pnmi,55.01
test,HuBERT MMS-ulab,11,1h,60,fra,test,r_val,7.14
test,HuBERT MMS-ulab,12,10h,600,jpn,test,f1,64.53
test,HuBERT MMS-ulab,12,10h,600,jpn,test,per,96.39
test,HuBERT MMS-ulab,12,10h,600,jpn,test,pnmi,55.5
test,HuBERT MMS-ulab,12,10h,600,jpn,test,r_val,31.55
test,HuBERT MMS-ulab,11,10min,10,jpn,test,f1,62.5
test,HuBERT MMS-ulab,11,10min,10,jpn,test,per,106.6
test,HuBERT MMS-ulab,11,10min,10,jpn,test,pnmi,55.15
test,HuBERT MMS-ulab,11,10min,10,jpn,test,r_val,22.55
test,HuBERT MMS-ulab,11,1h,60,jpn,test,f1,63.64
test,HuBERT MMS-ulab,11,1h,60,jpn,test,per,97.85
test,HuBERT MMS-ulab,11,1h,60,jpn,test,pnmi,56.65
test,HuBERT MMS-ulab,11,1h,60,jpn,test,r_val,27.11
test,HuBERT MMS-ulab,12,10h,600,swa,dev,f1,60.59
test,HuBERT MMS-ulab,12,10h,600,swa,dev,per,96.14
test,HuBERT MMS-ulab,12,10h,600,swa,dev,pnmi,51.45
test,HuBERT MMS-ulab,12,10h,600,swa,dev,r_val,27.49
test,HuBERT MMS-ulab,11,10min,10,swa,dev,f1,62.6
test,HuBERT MMS-ulab,11,10min,10,swa,dev,per,86.98
test,HuBERT MMS-ulab,11,10min,10,swa,dev,pnmi,55.99
test,HuBERT MMS-ulab,11,10min,10,swa,dev,r_val,33.41
test,HuBERT MMS-ulab,11,1h,60,swa,dev,f1,61.38
test,HuBERT MMS-ulab,11,1h,60,swa,dev,per,93.7
test,HuBERT MMS-ulab,11,1h,60,swa,dev,pnmi,53.91
test,HuBERT MMS-ulab,11,1h,60,swa,dev,r_val,28.2
test,HuBERT MMS-ulab,12,10h,600,tam,dev,f1,60.07
test,HuBERT MMS-ulab,12,10h,600,tam,dev,per,108.47
test,HuBERT MMS-ulab,12,10h,600,tam,dev,pnmi,51.89
test,HuBERT MMS-ulab,12,10h,600,tam,dev,r_val,19.46
test,HuBERT MMS-ulab,11,10min,10,tam,dev,f1,58.36
test,HuBERT MMS-ulab,11,10min,10,tam,dev,per,126.11
test,HuBERT MMS-ulab,11,10min,10,tam,dev,pnmi,50.07
test,HuBERT MMS-ulab,11,10min,10,tam,dev,r_val,5.19
test,HuBERT MMS-ulab,11,1h,60,tam,dev,f1,59.7
test,HuBERT MMS-ulab,11,1h,60,tam,dev,per,108.51
test,HuBERT MMS-ulab,11,1h,60,tam,dev,pnmi,52.92
